timestamp,symbol,price,volume,high,low,open,session_type,volume_5d_avg,volume_ratio,price_volatility,price_spread,price_position,hour,minute,is_opening_hour,is_closing_hour,is_pre_market,is_fraud
2025-07-11T22:43:21.971301,IWM,221.6900024,643263,221.7799988,221.6499939,221.7700043,after_hours,419688.7897,1.532710625,0.000386323,0.000586426,0.305397357,22,43,0,0,0,1
2025-07-11T22:43:22.244776,DIA,443.5899963,116620,443.6900024,443.5299988,443.5549927,after_hours,42570.4653,2.73939361,0.000413804,0.000360702,0.372647167,22,43,0,0,0,1
2025-07-11T22:43:22.521553,VTI,307.0,23112,307.0599976,307.0,307.0599976,after_hours,39156.85641,0.590226384,0.000332681,0.000195432,0.0,22,43,0,0,0,0
2025-07-11T22:43:22.771663,ARKK,72.30000305,78349,72.31500244,72.26999664,72.28500366,after_hours,129523.0,0.604899478,0.000471514,0.000622487,0.652231018,22,43,0,0,0,0
2025-07-11T22:43:23.023842,SOXL,27.26000023,2281324,27.29999924,27.25,27.27000046,after_hours,1206299.774,1.891173452,0.001494556,0.001834161,0.196085853,22,43,0,0,0,1
2025-07-11T22:43:23.270923,TQQQ,83.72000122,408135,83.80999756,83.72000122,83.79499817,after_hours,744948.2256,0.547869554,0.001059466,0.001074968,0.0,22,43,0,0,0,0
2025-07-11T22:44:10.480257,AAPL,211.0749969,1130558,211.1699982,211.0299988,211.1649933,after_hours,460017.0872,2.457638148,0.000395549,0.000663268,0.319137331,22,44,0,0,0,1
2025-07-11T22:44:10.674081,MSFT,503.1700134,514165,503.6099854,503.1000061,503.3900146,after_hours,150951.1487,3.406145619,0.00042203,0.001013533,0.137006198,22,44,0,0,0,1
2025-07-11T22:44:10.872050,GOOGL,180.1549988,471959,180.2449951,180.1334991,180.2200012,after_hours,400128.7436,1.179514914,0.000373214,0.000618889,0.191114699,22,44,0,0,0,1
2025-07-11T22:44:11.095413,AMZN,224.9900055,666641,225.0650024,224.9600067,225.0549927,after_hours,451249.8359,1.477318039,0.000521769,0.000466668,0.283018759,22,44,0,0,0,1
2025-07-11T22:44:11.311145,META,717.6099854,230939,717.6099854,717.2800293,717.4550171,after_hours,108589.1795,2.126702443,0.000685463,0.000459799,0.996978451,22,44,0,0,0,1
2025-07-11T22:44:11.516191,TSLA,313.5,545590,313.5700073,313.2799988,313.4299927,after_hours,1187872.89,0.459299598,0.001020262,0.000925067,0.755995742,22,44,0,0,0,0
2025-07-11T22:44:11.714500,NVDA,164.8800049,1796373,164.9799957,164.8800049,164.9700012,after_hours,1895570.051,0.947668513,0.000597728,0.000606446,0.0,22,44,0,0,0,0
2025-07-11T22:44:11.913315,NFLX,1244.660034,93408,1245.780029,1243.579956,1245.780029,after_hours,35559.58205,2.626728659,0.00063031,0.00176761,0.490705218,22,44,0,0,0,1
2025-07-11T22:44:12.131290,AMD,146.4398956,535829,146.4700012,146.3600006,146.4199982,after_hours,528600.5462,1.013672782,0.000883966,0.000751166,0.719770993,22,44,0,0,0,1
2025-07-11T22:44:12.329884,CRM,258.0299988,312794,258.3699951,257.980011,258.125,after_hours,69348.64103,4.510391047,0.000927271,0.001511391,0.127851207,22,44,0,0,0,1
2025-07-11T22:44:12.542188,UBER,95.33000183,300422,95.40000153,95.33000183,95.38999939,after_hours,205970.3872,1.458561813,0.000634337,0.000734288,0.0,22,44,0,0,0,1
2025-07-11T22:44:12.779443,ABNB,135.3399963,183607,135.3800049,135.1999969,135.3800049,after_hours,37434.45385,4.904628664,0.000673579,0.001330042,0.773443385,22,44,0,0,0,1
2025-07-11T22:44:12.989897,COIN,387.0499878,236878,387.1600037,386.230011,386.2999878,after_hours,155216.1692,1.526106945,0.001360876,0.002402771,0.880755379,22,44,0,0,0,1
2025-07-11T22:44:13.198664,ROKU,89.0,58853,89.06999969,88.98999786,89.00499725,after_hours,26681.31282,2.205693352,0.000748175,0.000898897,0.123480372,22,44,0,0,0,1
2025-07-11T22:44:13.847346,PYPL,71.35500336,408006,71.41999817,71.33499908,71.41999817,after_hours,107545.3051,3.793770502,0.001623799,0.001191214,0.232610296,22,44,0,0,0,1
2025-07-11T22:44:14.056648,GME,23.35000038,131935,23.40500069,23.34499931,23.40500069,after_hours,124452.5769,1.060114167,0.001227253,0.002569652,0.081982878,22,44,0,0,0,1
2025-07-11T22:44:14.281864,AMC,3.329999924,447939,3.359999895,3.329999924,3.355000019,after_hours,175761.5667,2.548546078,0.003918412,0.009009001,0.0,22,44,0,0,0,1
2025-07-11T22:44:14.498808,BB,4.039999962,468798,4.039999962,4.025000095,4.034999847,after_hours,133507.9564,3.511359931,0.000914242,0.003712838,0.937499478,22,44,0,0,0,1
2025-07-11T22:44:14.719461,PLTR,142.1000061,544974,142.1697998,142.0099945,142.0399933,after_hours,759323.5179,0.717708947,0.000684641,0.001124597,0.559755169,22,44,0,0,0,0
2025-07-11T22:44:15.352960,CLOV,2.924999952,102827,2.930000067,2.920000076,2.924999952,after_hours,167082.3231,0.615423479,0.002072139,0.0034188,0.454534578,22,44,0,0,0,0
2025-07-11T22:44:15.582527,SPCE,3.11500001,16479,3.119999886,3.109999895,3.11500001,after_hours,31117.45128,0.529557202,0.000652932,0.00321027,0.454556252,22,44,0,0,0,0
2025-07-11T22:44:15.781568,TLRY,0.582599998,177249,0.582599998,0.58069998,0.582000017,after_hours,886883.4385,0.199855801,0.00211801,0.003261272,0.655174466,22,44,0,0,0,0
2025-07-11T22:44:15.997569,SNDL,1.37469995,22802,1.379999995,1.37469995,1.375,after_hours,29965.1366,0.760925584,0.004210582,0.00385542,0.0,22,44,0,0,0,0
2025-07-11T22:44:17.961007,KOSS,5.25,898,5.28000021,5.25,5.28000021,after_hours,1257.611465,0.713484681,0.008182642,0.005714326,0.0,22,44,0,0,0,0
2025-07-11T22:44:18.162007,NOK,4.96999979,856053,4.989999771,4.96999979,4.985000134,after_hours,243254.4231,3.519152787,0.001622195,0.004024141,0.0,22,44,0,0,0,1
2025-07-11T22:44:18.386366,SIRI,24.20999908,78844,24.21500015,24.19000053,24.21500015,after_hours,36604.97692,2.153855917,0.001442234,0.001032615,0.769186301,22,44,0,0,0,1
2025-07-11T22:44:18.599332,SPY,623.6099854,2035976,623.7800293,623.5999756,623.7550049,after_hours,757355.5128,2.688266313,0.000350323,0.000288728,0.055286167,22,44,0,0,0,1
2025-07-11T22:44:18.807281,QQQ,554.210022,964957,554.4000244,554.1900024,554.3800049,after_hours,478421.7103,2.016954838,0.000350246,0.000378957,0.094869416,22,44,0,0,0,1
2025-07-11T22:44:19.014404,IWM,221.6900024,643263,221.7799988,221.6499939,221.7700043,after_hours,419688.7897,1.532710625,0.000386323,0.000586426,0.305397357,22,44,0,0,0,1
2025-07-11T22:44:19.233612,DIA,443.5899963,116620,443.6900024,443.5299988,443.5549927,after_hours,42570.4653,2.73939361,0.000413804,0.000360702,0.372647167,22,44,0,0,0,1
2025-07-11T22:44:19.442474,VTI,307.0,23112,307.0599976,307.0,307.0599976,after_hours,39156.85641,0.590226384,0.000332681,0.000195432,0.0,22,44,0,0,0,0
2025-07-11T22:44:19.642518,ARKK,72.30000305,78349,72.31500244,72.26999664,72.28500366,after_hours,129523.0,0.604899478,0.000471514,0.000622487,0.652231018,22,44,0,0,0,0
2025-07-11T22:44:19.860596,SOXL,27.26000023,2281324,27.29999924,27.25,27.27000046,after_hours,1206299.774,1.891173452,0.001494556,0.001834161,0.196085853,22,44,0,0,0,1
2025-07-11T22:44:20.075542,TQQQ,83.72000122,408135,83.80999756,83.72000122,83.79499817,after_hours,744948.2256,0.547869554,0.001059466,0.001074968,0.0,22,44,0,0,0,0
2025-07-11T22:45:10.492996,AAPL,211.0749969,1130558,211.1699982,211.0299988,211.1649933,after_hours,460017.0872,2.457638148,0.000395549,0.000663268,0.319137331,22,45,0,0,0,1
2025-07-11T22:45:10.697687,MSFT,503.1700134,514165,503.6099854,503.1000061,503.3900146,after_hours,150951.1487,3.406145619,0.00042203,0.001013533,0.137006198,22,45,0,0,0,1
2025-07-11T22:45:10.904713,GOOGL,180.1549988,471959,180.2449951,180.1334991,180.2200012,after_hours,400128.7436,1.179514914,0.000373214,0.000618889,0.191114699,22,45,0,0,0,1
2025-07-11T22:45:11.108159,AMZN,224.9900055,666641,225.0650024,224.9600067,225.0549927,after_hours,451249.8359,1.477318039,0.000521769,0.000466668,0.283018759,22,45,0,0,0,1
2025-07-11T22:45:11.316831,META,717.6099854,230939,717.6099854,717.2800293,717.4550171,after_hours,108589.1795,2.126702443,0.000685463,0.000459799,0.996978451,22,45,0,0,0,1
2025-07-11T22:45:11.532538,TSLA,313.5,545590,313.5700073,313.2799988,313.4299927,after_hours,1187872.89,0.459299598,0.001020262,0.000925067,0.755995742,22,45,0,0,0,0
2025-07-11T22:45:11.738340,NVDA,164.8800049,1796373,164.9799957,164.8800049,164.9700012,after_hours,1895570.051,0.947668513,0.000597728,0.000606446,0.0,22,45,0,0,0,0
2025-07-11T22:45:11.940002,NFLX,1244.660034,93408,1245.780029,1243.579956,1245.780029,after_hours,35559.58205,2.626728659,0.00063031,0.00176761,0.490705218,22,45,0,0,0,1
2025-07-11T22:45:12.163935,AMD,146.4398956,535829,146.4700012,146.3600006,146.4199982,after_hours,528600.5462,1.013672782,0.000883966,0.000751166,0.719770993,22,45,0,0,0,1
2025-07-11T22:45:12.367698,CRM,258.0299988,312794,258.3699951,257.980011,258.125,after_hours,69348.64103,4.510391047,0.000927271,0.001511391,0.127851207,22,45,0,0,0,1
2025-07-11T22:45:12.570035,UBER,95.33000183,300422,95.40000153,95.33000183,95.38999939,after_hours,205970.3872,1.458561813,0.000634337,0.000734288,0.0,22,45,0,0,0,1
2025-07-11T22:45:12.767900,ABNB,135.3399963,183607,135.3800049,135.1999969,135.3800049,after_hours,37434.45385,4.904628664,0.000673579,0.001330042,0.773443385,22,45,0,0,0,1
2025-07-11T22:45:12.973962,COIN,387.0499878,236878,387.1600037,386.230011,386.2999878,after_hours,155216.1692,1.526106945,0.001360876,0.002402771,0.880755379,22,45,0,0,0,1
2025-07-11T22:45:13.175261,ROKU,89.0,58853,89.06999969,88.98999786,89.00499725,after_hours,26681.31282,2.205693352,0.000748175,0.000898897,0.123480372,22,45,0,0,0,1
2025-07-11T22:45:13.815141,PYPL,71.35500336,408006,71.41999817,71.33499908,71.41999817,after_hours,107545.3051,3.793770502,0.001623799,0.001191214,0.232610296,22,45,0,0,0,1
2025-07-11T22:45:14.027104,GME,23.35000038,131935,23.40500069,23.34499931,23.40500069,after_hours,124452.5769,1.060114167,0.001227253,0.002569652,0.081982878,22,45,0,0,0,1
2025-07-11T22:45:14.227122,AMC,3.329999924,447939,3.359999895,3.329999924,3.355000019,after_hours,175761.5667,2.548546078,0.003918412,0.009009001,0.0,22,45,0,0,0,1
2025-07-11T22:45:14.434167,BB,4.039999962,468798,4.039999962,4.025000095,4.034999847,after_hours,133507.9564,3.511359931,0.000914242,0.003712838,0.937499478,22,45,0,0,0,1
2025-07-11T22:45:14.639643,PLTR,142.1000061,544974,142.1697998,142.0099945,142.0399933,after_hours,759323.5179,0.717708947,0.000684641,0.001124597,0.559755169,22,45,0,0,0,0
2025-07-11T22:45:15.349830,CLOV,2.924999952,102827,2.930000067,2.920000076,2.924999952,after_hours,167082.3231,0.615423479,0.002072139,0.0034188,0.454534578,22,45,0,0,0,0
2025-07-11T22:45:15.566407,SPCE,3.11500001,16479,3.119999886,3.109999895,3.11500001,after_hours,31117.45128,0.529557202,0.000652932,0.00321027,0.454556252,22,45,0,0,0,0
2025-07-11T22:45:15.778353,TLRY,0.582599998,177249,0.582599998,0.58069998,0.582000017,after_hours,886883.4385,0.199855801,0.00211801,0.003261272,0.655174466,22,45,0,0,0,0
2025-07-11T22:45:15.996753,SNDL,1.37469995,22802,1.379999995,1.37469995,1.375,after_hours,29965.1366,0.760925584,0.004210582,0.00385542,0.0,22,45,0,0,0,0
2025-07-11T22:45:18.008354,KOSS,5.25,898,5.28000021,5.25,5.28000021,after_hours,1257.611465,0.713484681,0.008182642,0.005714326,0.0,22,45,0,0,0,0
2025-07-11T22:45:18.218070,NOK,4.96999979,856053,4.989999771,4.96999979,4.985000134,after_hours,243254.4231,3.519152787,0.001622195,0.004024141,0.0,22,45,0,0,0,1
2025-07-11T22:45:18.415265,SIRI,24.20999908,78844,24.21500015,24.19000053,24.21500015,after_hours,36604.97692,2.153855917,0.001442234,0.001032615,0.769186301,22,45,0,0,0,1
2025-07-11T22:45:18.643381,SPY,623.6099854,2035976,623.7800293,623.5999756,623.7550049,after_hours,757355.5128,2.688266313,0.000350323,0.000288728,0.055286167,22,45,0,0,0,1
2025-07-11T22:45:18.846713,QQQ,554.210022,964957,554.4000244,554.1900024,554.3800049,after_hours,478421.7103,2.016954838,0.000350246,0.000378957,0.094869416,22,45,0,0,0,1
2025-07-11T22:45:19.080379,IWM,221.6900024,643263,221.7799988,221.6499939,221.7700043,after_hours,419688.7897,1.532710625,0.000386323,0.000586426,0.305397357,22,45,0,0,0,1
2025-07-11T22:45:19.292801,DIA,443.5899963,116620,443.6900024,443.5299988,443.5549927,after_hours,42570.4653,2.73939361,0.000413804,0.000360702,0.372647167,22,45,0,0,0,1
2025-07-11T22:45:19.502556,VTI,307.0,23112,307.0599976,307.0,307.0599976,after_hours,39156.85641,0.590226384,0.000332681,0.000195432,0.0,22,45,0,0,0,0
2025-07-11T22:45:19.709981,ARKK,72.30000305,78349,72.31500244,72.26999664,72.28500366,after_hours,129523.0,0.604899478,0.000471514,0.000622487,0.652231018,22,45,0,0,0,0
2025-07-11T22:45:19.906018,SOXL,27.26000023,2281324,27.29999924,27.25,27.27000046,after_hours,1206299.774,1.891173452,0.001494556,0.001834161,0.196085853,22,45,0,0,0,1
2025-07-11T22:45:20.105248,TQQQ,83.72000122,408135,83.80999756,83.72000122,83.79499817,after_hours,744948.2256,0.547869554,0.001059466,0.001074968,0.0,22,45,0,0,0,0
2025-07-11T22:46:10.488523,AAPL,211.0749969,1130558,211.1699982,211.0299988,211.1649933,after_hours,460017.0872,2.457638148,0.000395549,0.000663268,0.319137331,22,46,0,0,0,1
2025-07-11T22:46:10.688360,MSFT,503.1700134,514165,503.6099854,503.1000061,503.3900146,after_hours,150951.1487,3.406145619,0.00042203,0.001013533,0.137006198,22,46,0,0,0,1
2025-07-11T22:46:10.887561,GOOGL,180.1549988,471959,180.2449951,180.1334991,180.2200012,after_hours,400128.7436,1.179514914,0.000373214,0.000618889,0.191114699,22,46,0,0,0,1
2025-07-11T22:46:11.100991,AMZN,224.9900055,666641,225.0650024,224.9600067,225.0549927,after_hours,451249.8359,1.477318039,0.000521769,0.000466668,0.283018759,22,46,0,0,0,1
2025-07-11T22:46:11.314753,META,717.6099854,230939,717.6099854,717.2800293,717.4550171,after_hours,108589.1795,2.126702443,0.000685463,0.000459799,0.996978451,22,46,0,0,0,1
2025-07-11T22:46:11.519201,TSLA,313.5,545590,313.5700073,313.2799988,313.4299927,after_hours,1187872.89,0.459299598,0.001020262,0.000925067,0.755995742,22,46,0,0,0,0
2025-07-11T22:46:11.727558,NVDA,164.8800049,1796373,164.9799957,164.8800049,164.9700012,after_hours,1895570.051,0.947668513,0.000597728,0.000606446,0.0,22,46,0,0,0,0
2025-07-11T22:46:11.932485,NFLX,1244.660034,93408,1245.780029,1243.579956,1245.780029,after_hours,35559.58205,2.626728659,0.00063031,0.00176761,0.490705218,22,46,0,0,0,1
2025-07-11T22:46:12.160349,AMD,146.4398956,535829,146.4700012,146.3600006,146.4199982,after_hours,528600.5462,1.013672782,0.000883966,0.000751166,0.719770993,22,46,0,0,0,1
2025-07-11T22:46:12.367212,CRM,258.0299988,312794,258.3699951,257.980011,258.125,after_hours,69348.64103,4.510391047,0.000927271,0.001511391,0.127851207,22,46,0,0,0,1
2025-07-11T22:46:12.565571,UBER,95.33000183,300422,95.40000153,95.33000183,95.38999939,after_hours,205970.3872,1.458561813,0.000634337,0.000734288,0.0,22,46,0,0,0,1
2025-07-11T22:46:12.796116,ABNB,135.3399963,183607,135.3800049,135.1999969,135.3800049,after_hours,37434.45385,4.904628664,0.000673579,0.001330042,0.773443385,22,46,0,0,0,1
2025-07-11T22:46:13.009687,COIN,387.0499878,236878,387.1600037,386.230011,386.2999878,after_hours,155216.1692,1.526106945,0.001360876,0.002402771,0.880755379,22,46,0,0,0,1
2025-07-11T22:46:13.212909,ROKU,89.0,58853,89.06999969,88.98999786,89.00499725,after_hours,26681.31282,2.205693352,0.000748175,0.000898897,0.123480372,22,46,0,0,0,1
2025-07-11T22:46:13.955356,PYPL,71.35500336,408006,71.41999817,71.33499908,71.41999817,after_hours,107545.3051,3.793770502,0.001623799,0.001191214,0.232610296,22,46,0,0,0,1
2025-07-11T22:46:14.173070,GME,23.35000038,131935,23.40500069,23.34499931,23.40500069,after_hours,124452.5769,1.060114167,0.001227253,0.002569652,0.081982878,22,46,0,0,0,1
2025-07-11T22:46:14.381623,AMC,3.329999924,447939,3.359999895,3.329999924,3.355000019,after_hours,175761.5667,2.548546078,0.003918412,0.009009001,0.0,22,46,0,0,0,1
2025-07-11T22:46:14.588624,BB,4.039999962,468798,4.039999962,4.025000095,4.034999847,after_hours,133507.9564,3.511359931,0.000914242,0.003712838,0.937499478,22,46,0,0,0,1
2025-07-11T22:46:14.831706,PLTR,142.1000061,544974,142.1697998,142.0099945,142.0399933,after_hours,759323.5179,0.717708947,0.000684641,0.001124597,0.559755169,22,46,0,0,0,0
2025-07-11T22:46:15.695068,CLOV,2.924999952,102827,2.930000067,2.920000076,2.924999952,after_hours,167082.3231,0.615423479,0.002072139,0.0034188,0.454534578,22,46,0,0,0,0
2025-07-11T22:46:15.903812,SPCE,3.11500001,16479,3.119999886,3.109999895,3.11500001,after_hours,31117.45128,0.529557202,0.000652932,0.00321027,0.454556252,22,46,0,0,0,0
2025-07-11T22:46:16.126649,TLRY,0.582599998,177249,0.582599998,0.58069998,0.582000017,after_hours,886883.4385,0.199855801,0.00211801,0.003261272,0.655174466,22,46,0,0,0,0
2025-07-11T22:46:16.332157,SNDL,1.37469995,22802,1.379999995,1.37469995,1.375,after_hours,29965.1366,0.760925584,0.004210582,0.00385542,0.0,22,46,0,0,0,0
2025-07-11T22:46:18.322486,KOSS,5.25,898,5.28000021,5.25,5.28000021,after_hours,1257.611465,0.713484681,0.008182642,0.005714326,0.0,22,46,0,0,0,0
2025-07-11T22:46:18.530483,NOK,4.96999979,856053,4.989999771,4.96999979,4.985000134,after_hours,243254.4231,3.519152787,0.001622195,0.004024141,0.0,22,46,0,0,0,1
2025-07-11T22:46:18.743932,SIRI,24.20999908,78844,24.21500015,24.19000053,24.21500015,after_hours,36604.97692,2.153855917,0.001442234,0.001032615,0.769186301,22,46,0,0,0,1
2025-07-11T22:46:18.978155,SPY,623.6099854,2035976,623.7800293,623.5999756,623.7550049,after_hours,757355.5128,2.688266313,0.000350323,0.000288728,0.055286167,22,46,0,0,0,1
2025-07-11T22:46:19.223303,QQQ,554.210022,964957,554.4000244,554.1900024,554.3800049,after_hours,478421.7103,2.016954838,0.000350246,0.000378957,0.094869416,22,46,0,0,0,1
2025-07-11T22:46:19.441523,IWM,221.6900024,643263,221.7799988,221.6499939,221.7700043,after_hours,419688.7897,1.532710625,0.000386323,0.000586426,0.305397357,22,46,0,0,0,1
2025-07-11T22:46:19.662580,DIA,443.5899963,116620,443.6900024,443.5299988,443.5549927,after_hours,42570.4653,2.73939361,0.000413804,0.000360702,0.372647167,22,46,0,0,0,1
2025-07-11T22:46:19.895048,VTI,307.0,23112,307.0599976,307.0,307.0599976,after_hours,39156.85641,0.590226384,0.000332681,0.000195432,0.0,22,46,0,0,0,0
2025-07-11T22:46:20.116008,ARKK,72.30000305,78349,72.31500244,72.26999664,72.28500366,after_hours,129523.0,0.604899478,0.000471514,0.000622487,0.652231018,22,46,0,0,0,0
2025-07-11T22:46:20.321448,SOXL,27.26000023,2281324,27.29999924,27.25,27.27000046,after_hours,1206299.774,1.891173452,0.001494556,0.001834161,0.196085853,22,46,0,0,0,1
2025-07-11T22:46:20.532685,TQQQ,83.72000122,408135,83.80999756,83.72000122,83.79499817,after_hours,744948.2256,0.547869554,0.001059466,0.001074968,0.0,22,46,0,0,0,0
2025-07-11T22:47:10.486317,AAPL,211.0749969,1130558,211.1699982,211.0299988,211.1649933,after_hours,460017.0872,2.457638148,0.000395549,0.000663268,0.319137331,22,47,0,0,0,1
2025-07-11T22:47:10.713085,MSFT,503.1700134,514165,503.6099854,503.1000061,503.3900146,after_hours,150951.1487,3.406145619,0.00042203,0.001013533,0.137006198,22,47,0,0,0,1
2025-07-11T22:47:10.927027,GOOGL,180.1549988,471959,180.2449951,180.1334991,180.2200012,after_hours,400128.7436,1.179514914,0.000373214,0.000618889,0.191114699,22,47,0,0,0,1
2025-07-11T22:47:11.143738,AMZN,224.9900055,666641,225.0650024,224.9600067,225.0549927,after_hours,451249.8359,1.477318039,0.000521769,0.000466668,0.283018759,22,47,0,0,0,1
2025-07-11T22:47:11.349639,META,717.6099854,230939,717.6099854,717.2800293,717.4550171,after_hours,108589.1795,2.126702443,0.000685463,0.000459799,0.996978451,22,47,0,0,0,1
2025-07-11T22:47:11.549567,TSLA,313.5,545590,313.5700073,313.2799988,313.4299927,after_hours,1187872.89,0.459299598,0.001020262,0.000925067,0.755995742,22,47,0,0,0,0
2025-07-11T22:47:11.754845,NVDA,164.8800049,1796373,164.9799957,164.8800049,164.9700012,after_hours,1895570.051,0.947668513,0.000597728,0.000606446,0.0,22,47,0,0,0,0
2025-07-11T22:47:11.957764,NFLX,1244.660034,93408,1245.780029,1243.579956,1245.780029,after_hours,35559.58205,2.626728659,0.00063031,0.00176761,0.490705218,22,47,0,0,0,1
2025-07-11T22:47:12.160500,AMD,146.4398956,535829,146.4700012,146.3600006,146.4199982,after_hours,528600.5462,1.013672782,0.000883966,0.000751166,0.719770993,22,47,0,0,0,1
2025-07-11T22:47:12.372192,CRM,258.0299988,312794,258.3699951,257.980011,258.125,after_hours,69348.64103,4.510391047,0.000927271,0.001511391,0.127851207,22,47,0,0,0,1
2025-07-11T22:47:12.580664,UBER,95.33000183,300422,95.40000153,95.33000183,95.38999939,after_hours,205970.3872,1.458561813,0.000634337,0.000734288,0.0,22,47,0,0,0,1
